,AcresBurned,Started,Latitude,Longitude,precip,max_temp,min_hum,avg_wind,fires_last_year
47,320.0,2014-09-14,37.311915,-119.604124,0.004666666666666667,2896.311666666667,633.35,125.40333333333334,3
48,311.0,2014-10-07,37.0,40.34,0.09416666666666668,3036.3466666666664,846.6833333333332,149.98166666666665,8
49,300.0,2014-09-05,37.570029999999996,-119.912861,0.0,2880.7866666666664,707.65,141.16500000000002,6
50,300.0,2014-07-24,37.194806,-120.722802,0.0,2796.293333333334,803.2833333333333,225.0583333333333,0
51,274.0,2014-08-17,34.266999999999996,-117.867,0.0,2744.896666666666,1173.0999999999997,112.67000000000002,2
52,269.0,2014-06-05,37.787,-120.45200000000001,0.10933333333333331,2523.27,732.3666666666667,180.6583333333333,1
53,247.0,2014-09-13,39.113682,-120.999508,0.0,2870.206666666667,618.1499999999999,105.50166666666665,2
54,225.0,2014-06-13,40.009827,-122.345078,0.006,2738.273333333333,455.5333333333334,119.11666666666667,1
55,217.0,2014-07-03,33.078948,-116.576454,0.0,3059.805,409.0000000000001,121.65166666666664,11
56,210.0,2014-09-12,41.13399999999999,-123.75299999999999,0.014166666666666666,2981.3033333333337,390.64999999999986,118.06166666666664,3
57,190.0,2014-08-14,34.235,-117.771,0.03233333333333333,2704.3016666666663,1256.7333333333331,78.4433333333333,1
58,175.0,2014-05-25,39.1647,-122.5983,0.04033333333333333,2327.416666666666,1023.5666666666668,111.10333333333331,0
59,143.0,2014-07-09,40.6569,-122.2215,0.0,2936.5766666666664,386.0666666666667,115.17166666666667,2
60,130.0,2014-06-10,37.7103,-120.197,0.06999999999999999,2668.686666666667,653.1999999999999,171.05,2
61,125.0,2014-06-30,37.220695,-121.69051,0.004833333333333334,2482.815,1105.933333333333,194.4733333333333,0
62,125.0,2014-03-08,32.81,-116.49,0.0,2378.066666666667,586.1999999999999,92.98333333333336,0
63,120.0,2014-06-20,120.679019,38.178241,0.0,3049.7133333333336,436.3666666666667,181.45833333333334,0
64,113.0,2014-04-19,37.399,-118.352,0.24433333333333332,2136.1183333333333,392.2833333333334,132.49166666666665,0
65,105.0,2014-05-14,33.023604,-116.776117,0.29133333333333333,2400.7466666666664,1185.033333333333,122.14833333333334,3
66,101.0,2014-08-12,41.507,-121.266,0.46950000000000003,2689.9416666666666,854.5333333333332,142.5233333333333,3
67,100.0,2014-09-03,39.094802,-122.746757,0.0,2752.9083333333324,801.2166666666666,110.99500000000002,2
68,100.0,2014-09-01,33.729828000000005,-116.00223899999999,0.0,3142.85,580.2166666666667,177.9116666666666,5
69,94.0,2014-09-14,38.59,-120.02799999999999,0.111,2658.6633333333334,610.85,179.71666666666667,3
70,90.0,2014-06-06,37.570029999999996,-119.912861,0.09,2603.8599999999997,667.1999999999999,175.08,1
71,85.0,2014-06-22,38.058,-120.66,0.008,2634.175,797.5333333333334,183.235,1
72,84.0,2014-08-18,39.3918,-120.0805,0.18116666666666667,2681.473333333333,687.8333333333334,171.495,1
73,80.0,2014-08-28,37.220695,-121.69051,0.0,2556.941666666667,1291.3000000000002,147.58166666666665,1
74,80.0,2014-07-11,37.5359,-121.5118,0.045,2734.115,682.5000000000001,203.91666666666666,0
75,79.0,2014-09-07,37.570029999999996,-119.912861,0.0,2883.6500000000005,702.4666666666668,139.05833333333334,7
76,78.0,2014-07-23,33.729828000000005,-116.00223899999999,0.0,3177.5650000000005,479.5999999999999,208.12333333333333,4
77,75.0,2014-07-05,40.5719,-121.3415,0.0825,2487.198333333334,746.6500000000001,163.25333333333336,1
78,75.0,2014-04-30,36.103,-121.117,0.4996666666666667,2306.3816666666667,949.1500000000002,177.935,1
79,72.0,2014-07-14,39.4664,-121.6129,0.131,2808.543333333333,883.9333333333333,88.235,1
80,70.0,2014-09-04,37.8316,-120.3434,0.0,2766.015000000001,730.3833333333333,151.3716666666666,2
81,70.0,2014-07-01,35.346629,-118.729506,0.22599999999999998,2804.1066666666675,601.2833333333333,130.71999999999997,1
82,70.0,2014-06-12,121.999,38.453,0.0,3001.188333333333,461.86666666666656,169.48666666666668,0
83,65.0,2014-09-16,36.561977,-117.403927,0.272,2897.6800000000003,320.6,220.31166666666667,1
84,62.0,2014-09-21,39.432388,-123.442881,0.019,2712.1950000000006,777.2500000000001,110.96000000000004,2
